topic	sentence_1	sentence_2	label
Nanotechnology	Nanotechnology in Electronics - Nanotechnology increases the capabilities of electronics devices while reducing their weight and power consumption.	Companies have developed nanotech solar cells that can be manufactured at significantly lower cost than conventional solar cells.	SS
Nanotechnology	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	Numerous novel nanotechnology applications with more radical capabilities and implications are foreseen across the economy, including in aerospace, construction, electronics, environment, medicine, and security.	HS
Nanotechnology	Nanotechnology has potential applications in many sectors of the global economy, including consumer products, healthcare, transportation, energy and agriculture.	Nanotechnology holds tremendous potential -- for improvements in health care, the production of clean water and energy, and for continued advances in our IT infrastructure.	HS
Nanotechnology	Future near and medium term applications are seen in informatics, drug delivery, tissue engineering, medical diagnostics and implants and in novel materials.	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	SS
Nanotechnology	Nanotechnology in Electronics - Nanotechnology increases the capabilities of electronics devices while reducing their weight and power consumption.	Of those who have heard a lot about nanotechnology, 46% feel that benefits will outweigh risks and 37% feel risks will outweigh benefits.	NS
Nanotechnology	The argument is that nanotechnology can improve competitiveness and overcome the problems of a slower economy and the associated problems of poverty.	The report calls for a significantly revamped national strategic plan that will minimize potential risks so that innovation will flourish and society will reap nanotechnology's benefits.	NS
Nanotechnology	The principles of green chemistry can be applied to produce safer and more sustainable nanomaterials and more efficient and sustainable nano manufacturing processes.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	SS
Nanotechnology	Nanodevices will ultimately have an enormous impact on our ability to enhance energy conversion, produce food, control pollution, and improve human health and longevity.	New opportunities to traditional and new industries Chemicals and materials are the areas in which nanotechnology will have the greatest impact in the short term.	SS
Nanotechnology	"""Nanotechnology will help drive our innovation economy while improving the environment, health, and a wide range of products."""	Nanotechnology has potential applications in many sectors of the global economy, including consumer products, healthcare, transportation, energy and agriculture.	HS
Nanotechnology	This type of scenario makes it inherently difficult for nanomaterials to capture margin and, consequently, attract VC funding.	In addition, although limited research has been conducted to date, nanomaterials are conceived to have certain human health risks that could evolve into costly litigation claims.[24]	NS
Nanotechnology	The advantages are so great that you can't stop yourself from shopping online just because of a few drawbacks.	Amarr drones do EM damage , and have the second highest speed and tracking but have the lowest damage modifier.	DTORCD
Nanotechnology	Bavaria not only invests in nanotechnology research, but also offers an attractive environment for companies who are already using or harnessing nanotechnology today.	This green nanotechnology described as the development of clean technologies to minimize potential environment and human health risks with the use of nanotechnology products.	NS
Nanotechnology	Many of the same novel properties that give nanotechnologies the capacity to transform medicines, materials, and consumer products, may also present novel risks.	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	NS
Nanotechnology	Many of the same novel properties that give nanotechnologies the capacity to transform medicines, materials, and consumer products, may also present novel risks.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	NS
Nanotechnology	There is demand for diagnostic tools that improve accuracy and reduce the time investment of patients and medical professionals.	Through developing and applying knowledge we support our customers in assessing risks, delivering sustainable environmental solutions and responding to emergencies.	DTORCD
Nanotechnology	Nanotechnology Development Nanotechnology Development Finance Nanotechnologies has vast new applications for solving major problems and creating opportunities for the human race.	However, a number of improved and innovative solutions in the areas of Disaster Relief and Development Cooperation are now also on the market.	DTORCD
Nanotechnology	This investment has already yielded many discoveries in the field, and it is broadening opportunities for nanotechnology in drug discovery and research.	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	SS
Nanotechnology	The wide range of potential products and applications gives nanotechnology its enormous growth prospects.	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	NS
Nanotechnology	But geothermal energy can be also be used for home heating, agricultural projects such as greenhouses, and snow melting and tourism.	TIMES, Dec. 12, 2011, at A9. 13 Cinnamon P. Carlarne, Arctic Dreams and Geoengineering Wishes: The Collateral Damage of Climate Change, 49 COLUM.	DTORCD
Nanotechnology	Concerns about nanotechnology's potential adverse effects relate to both exposure and toxicity.	"He added that it may be ""very difficult to detect its presence,"" unless one has the special tools for nanotechnology."	NS
Nanotechnology	It provides the ability to create materials, devices and systems with fundamentally new functions and properties.	Through developing and applying knowledge we support our customers in assessing risks, delivering sustainable environmental solutions and responding to emergencies.	DTORCD
Nanotechnology	Future near and medium term applications are seen in informatics, drug delivery, tissue engineering, medical diagnostics and implants and in novel materials.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	NS
Net neutrality	I concluded that Netflix is attempting to leverage net neutrality regulations to gain an anticompetitive price advantage in the marketplace.	In effect, broadband providers would become a common carrier, plagued with the problems that affect all regulated industries, including potential harm to consumers.	NS
Net neutrality	"Internet service providers claim that they ""cannot bear the costs for the necessary network infrastructure investments without tapping additional revenue streams."""	Hastings said that without strong net neutrality, big ISPs could demand potentially escalating fees for the interconnection required to deliver high-quality service.	SS
Net neutrality	Comcast denies that blocking users threatens the free flow of information.	Internet providers want unequal, sometimes restricted access and different tiers or speed and access that would benefit those firms while putting consumers at a disadvantage.	SS
Net neutrality	Net neutrality regulation is unnecessary, unjustified, unwarranted, unproductive, unwise, unpopular and unlawful.	The FCC overreach on net neutrality would likely do more harm than good and would set a dangerous precedent for agency overreach to regulate the Internet.	HS
Net neutrality	It protects your ability to access and send any lawful information on the Internet.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
Net neutrality	"Internet service providers claim that they ""cannot bear the costs for the necessary network infrastructure investments without tapping additional revenue streams."""	The groups have raised several concerns, with many saying Genachowski's plan provides weaker protections for mobile broadband users than it does for wired users.	NS
Net neutrality	Comcast denies that blocking users threatens the free flow of information.	Hampers New Technologies The high cost of net neutrality could seriously hamper the deployment of new technologies.	NS
Net neutrality	The telecom companies also complain that government regulation may hinder return on investments, deterring them from expanding the broadband infrastructure.	As resources increasingly go multimedia, requiring greater bandwidth, will libraries and content platform providers be saddled with taking on added costs to ensure reliable access?	NS
Net neutrality	Network providers would also be able to restrict gaming access to their own online gaming companies, shutting off any competitors.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
Net neutrality	Market penetration of electric cars is very low.	If you're using active solar energy applications the energy must be used or stored after it is captured.	DTORCD
Net neutrality	Today internet users have open internet, which gives them the ability to access any resource.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
Net neutrality	Political organizers could be hampered by carriers that block certain apps on our phones to restrict our access to bandwidth.	"""Internet companies fear startups, consumers and innovation will suffer if there is a further movement away from the current 'best efforts' nature of the Internet."	NS
Net neutrality	"Internet service providers claim that they ""cannot bear the costs for the necessary network infrastructure investments without tapping additional revenue streams."""	The consequences of a world without Net Neutrality would be devastating and far-reaching Innovation would be stifled, competition limited and access to information restricted,.	NS
Net neutrality	It protects your ability to access and send any lawful information on the Internet.	If it did happen some people would simply not pay which would reduce your website's potential customer base.	NS
Net neutrality	And it's great for consumers because they can access everything they want online for no extra charge.	If it did happen some people would simply not pay which would reduce your website's potential customer base.	SS
Net neutrality	The ultimate goal is fast, affordable, open Internet access for everyone, everywhere.	Network providers would also be able to restrict gaming access to their own online gaming companies, shutting off any competitors.	NS
Net neutrality	Comcast denies that blocking users threatens the free flow of information.	The result has been an unproductive policy climate of controversy, fear, distrust, uncertainty, and liability that undermines productive investment, economic growth and job creation.	NS
Net neutrality	Business customers would no longer be able to buy business-class Internet access which includes prioritized network access.	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	NS
Net neutrality	And, according to a recent CBS/New York Times poll, 53% of consumers said they would not buy food that has been genetically modified.	But to fully leverage the potential that exists within massive streams of structured and unstructured data, organizations must quickly optimize ad delivery, evaluate campaign	DTORCD
Net neutrality	"""Our bill very simply ensures that consumers can continue to access the content and applications of their choosing online."""	By deregulating those offering broadband Internet access, the FCC had hoped the Internet service providers would increase their investment in infrastructure.	NS
Net neutrality	The telecom companies also complain that government regulation may hinder return on investments, deterring them from expanding the broadband infrastructure.	In effect, broadband providers would become a common carrier, plagued with the problems that affect all regulated industries, including potential harm to consumers.	NS
Net neutrality	The ultimate goal is fast, affordable, open Internet access for everyone, everywhere.	Net neutrality allows everyone to be able to access the internet as well as compete on the internet, as a little company, with other big companies.	SS
Net neutrality	It ensures that all users, whatever their resources, can access the same network in its entirety.	Research has found that users are fast to abandon sites when they experience delays in load time.	NS
Net neutrality	It protects your ability to access and send any lawful information on the Internet.	The entire broadband industry fully supports their customers being free to access lawful Internet content of their choice.	SS
Net neutrality	Opponents of 'Net Neutrality' assert that it would discourage future investment in broadband expansion and innovation, prohibit Internet traffic management, and undermine service quality.	Content providers who won't (or can't) pay a toll will see their sites slowed down, and their applications and devices may not work as well.	NS
Net neutrality	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	This principle ensures that all users, whatever their resources, access the same and whole network, and makes freedom of communication and innovation possible.	SS
Net neutrality	"<> Net neutrality protects consumers under near monopolies ""Consumers Deserve Protection""."	Today internet users have open internet, which gives them the ability to access any resource.	SS
Net neutrality	Most farms have animals and, accordingly, a significant amount of animal manure, which is a great resource for biogas production.	68Fort Lauderdale recently installed CCTV video surveillance cameras along a popular river trail that was plagued by vandals, and in high visibility downtown pedestrian areas.	DTORCD
Net neutrality	Business customers would no longer be able to buy business-class Internet access which includes prioritized network access.	Network providers would also be able to restrict gaming access to their own online gaming companies, shutting off any competitors.	SS
Net neutrality	As resources increasingly go multimedia, requiring greater bandwidth, will libraries and content platform providers be saddled with taking on added costs to ensure reliable access?	The FCC overreach on net neutrality would likely do more harm than good and would set a dangerous precedent for agency overreach to regulate the Internet.	NS
Net neutrality	It also ensures that your potential customer base is as wide as possible.	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	NS
Net neutrality	"<> Net neutrality protects consumers under near monopolies ""Consumers Deserve Protection""."	Since it is backed by a billion-dollar corporation able to pay for faster access, Google+ could have rapidly dominated the social media market.	DTORCD
Net neutrality	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	Net neutrality allows everyone to be able to access the internet as well as compete on the internet, as a little company, with other big companies.	NS
Net neutrality	Net neutrality eliminates the ISPs ability to choose what companies get exposure.	It also ensures that your potential customer base is as wide as possible.	NS
Net neutrality	Political organizers could be hampered by carriers that block certain apps on our phones to restrict our access to bandwidth.	The two goals are interconnected; if Comcast pushes too hard against additional regulation, it might hinder its chances with merger review officials.	NS
Net neutrality	Small-business owners benefit from an Internet that allows them to compete directly - not one where they can't afford the price of entry.	Net neutrality allows everyone to be able to access the internet as well as compete on the internet, as a little company, with other big companies.	HS
Net neutrality	"Setting safety standards helps protect communities and wild lands and waters from contamination, and part of ""doing it right."""	Our operational intelligence research finds that monitoring, alerting and notification are the top use cases for deployment, in more than half of organizations.	DTORCD
Net neutrality	"<> Net neutrality protects consumers under near monopolies ""Consumers Deserve Protection""."	Net Neutrality prevents network providers from eliminating competing equipment by making it incompatible with their gateway.	SS
Net neutrality	It allows internet users to access any web content or applications they choose, without restriction or limitation.	The entire broadband industry fully supports their customers being free to access lawful Internet content of their choice.	SS
Net neutrality	Net neutrality eliminates the ISPs ability to choose what companies get exposure.	Net Neutrality prevents network providers from eliminating competing equipment by making it incompatible with their gateway.	SS
Net neutrality	Net neutrality eliminates the ISPs ability to choose what companies get exposure.	It this does not happen, we will create an Internet where only users able to pay for privileged access enjoy the network's full capabilities.	SS
Net neutrality	In effect, broadband providers would become a common carrier, plagued with the problems that affect all regulated industries, including potential harm to consumers.	Opponents of 'Net Neutrality' assert that it would discourage future investment in broadband expansion and innovation, prohibit Internet traffic management, and undermine service quality.	SS
Net neutrality	"<> Net neutrality protects consumers under near monopolies ""Consumers Deserve Protection""."	Support la Quadrature du Net If you can afford it, financial support is of course greatly appreciated.	DTORCD
Net neutrality	It also ensures that your potential customer base is as wide as possible.	It this does not happen, we will create an Internet where only users able to pay for privileged access enjoy the network's full capabilities.	NS
Net neutrality	The fears some have professed that Net Neutrality rules will stifle network investment have proven unfounded over the years.	I concluded that Netflix is attempting to leverage net neutrality regulations to gain an anticompetitive price advantage in the marketplace.	NS
Net neutrality	By deregulating those offering broadband Internet access, the FCC had hoped the Internet service providers would increase their investment in infrastructure.	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	NS
Net neutrality	Create Super Large Parts Just because it's a Mini 3D Printer,doesn'tmean you can't make super large parts.	The elements of CSTI High Capacity Power development include Conversion Systems, Thermal Management, Power Management, System Diagnostics, and Environmental Interactions.	DTORCD
Net neutrality	Net Neutrality prevents network providers from eliminating competing equipment by making it incompatible with their gateway.	By deregulating those offering broadband Internet access, the FCC had hoped the Internet service providers would increase their investment in infrastructure.	NS
Net neutrality	"""Our bill very simply ensures that consumers can continue to access the content and applications of their choosing online."""	This principle ensures that all users, whatever their resources, access the same and whole network, and makes freedom of communication and innovation possible.	HS
Net neutrality	"""Our bill very simply ensures that consumers can continue to access the content and applications of their choosing online."""	It this does not happen, we will create an Internet where only users able to pay for privileged access enjoy the network's full capabilities.	SS
Net neutrality	It protects your ability to access and send any lawful information on the Internet.	It this does not happen, we will create an Internet where only users able to pay for privileged access enjoy the network's full capabilities.	NS
Net neutrality	There are no spare parts apart from the motor, and no lubricants, oils or gears and sparks that have to be replaced regularly.	It would be possible to leave your drone system powered all the time that way, though I've never seen the point of doing so.	DTORCD
Net neutrality	Today internet users have open internet, which gives them the ability to access any resource.	Small-business owners benefit from an Internet that allows them to compete directly - not one where they can't afford the price of entry.	NS
Net neutrality	Hampers New Technologies The high cost of net neutrality could seriously hamper the deployment of new technologies.	The result has been an unproductive policy climate of controversy, fear, distrust, uncertainty, and liability that undermines productive investment, economic growth and job creation.	SS
Net neutrality	It also ensures that your potential customer base is as wide as possible.	It ensures that all users, whatever their resources, can access the same network in its entirety.	SS
Net neutrality	The ultimate goal is fast, affordable, open Internet access for everyone, everywhere.	It this does not happen, we will create an Internet where only users able to pay for privileged access enjoy the network's full capabilities.	SS
Net neutrality	Small-business owners benefit from an Internet that allows them to compete directly - not one where they can't afford the price of entry.	Like so much else in our centrally planned economy, Internet access would become a boon granted by politicians, rather than a commodity sold by businesses.	NS
Net neutrality	New restrictions on the use of spectrum would hamper innovation and reduce the rate of broadband deployment.	The result has been an unproductive policy climate of controversy, fear, distrust, uncertainty, and liability that undermines productive investment, economic growth and job creation.	DTORCD
Net neutrality	Support la Quadrature du Net If you can afford it, financial support is of course greatly appreciated.	Net neutrality allows everyone to be able to access the internet as well as compete on the internet, as a little company, with other big companies.	DTORCD
Net neutrality	Net Neutrality ensures that innovators can start small and dream big ... without having to face insurmountable hurdles along the way.	Like so much else in our centrally planned economy, Internet access would become a boon granted by politicians, rather than a commodity sold by businesses.	NS
Net neutrality	New restrictions on the use of spectrum would hamper innovation and reduce the rate of broadband deployment.	"Internet service providers claim that they ""cannot bear the costs for the necessary network infrastructure investments without tapping additional revenue streams."""	NS
Net neutrality	It also ensures that your potential customer base is as wide as possible.	By deregulating those offering broadband Internet access, the FCC had hoped the Internet service providers would increase their investment in infrastructure.	NS
Net neutrality	Today internet users have open internet, which gives them the ability to access any resource.	Net neutrality allows everyone to be able to access the internet as well as compete on the internet, as a little company, with other big companies.	HS
Net neutrality	"Internet service providers claim that they ""cannot bear the costs for the necessary network infrastructure investments without tapping additional revenue streams."""	Opponents of 'Net Neutrality' assert that it would discourage future investment in broadband expansion and innovation, prohibit Internet traffic management, and undermine service quality.	HS
Net neutrality	It protects your ability to access and send any lawful information on the Internet.	Today internet users have open internet, which gives them the ability to access any resource.	HS
Net neutrality	Net Neutrality prevents network providers from eliminating competing equipment by making it incompatible with their gateway.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
Net neutrality	New restrictions on the use of spectrum would hamper innovation and reduce the rate of broadband deployment.	Net Neutrality Mandates Hamper Innovation and Reduce Competition Freedom Works believes everyone has a stake in ensuring that the internet develops without excessive regulation and taxation.	HS
Net neutrality	Since it is backed by a billion-dollar corporation able to pay for faster access, Google+ could have rapidly dominated the social media market.	Like so much else in our centrally planned economy, Internet access would become a boon granted by politicians, rather than a commodity sold by businesses.	NS
Net neutrality	It also ensures that your potential customer base is as wide as possible.	Support la Quadrature du Net If you can afford it, financial support is of course greatly appreciated.	DTORCD
Net neutrality	Leverage your own brand to increase your collaborative capacity.	Social and environmental concerns associated with rapid expansion of feedstock production are considered.	DTORCD
Net neutrality	Comcast denies that blocking users threatens the free flow of information.	"Internet service providers claim that they ""cannot bear the costs for the necessary network infrastructure investments without tapping additional revenue streams."""	NS
Net neutrality	It this does not happen, we will create an Internet where only users able to pay for privileged access enjoy the network's full capabilities.	Net neutrality allows everyone to be able to access the internet as well as compete on the internet, as a little company, with other big companies.	SS
Net neutrality	In effect, broadband providers would become a common carrier, plagued with the problems that affect all regulated industries, including potential harm to consumers.	Content providers who won't (or can't) pay a toll will see their sites slowed down, and their applications and devices may not work as well.	NS
Net neutrality	It protects your ability to access and send any lawful information on the Internet.	It ensures that all users, whatever their resources, can access the same network in its entirety.	HS
Net neutrality	In effect, broadband providers would become a common carrier, plagued with the problems that affect all regulated industries, including potential harm to consumers.	The consequences of a world without Net Neutrality would be devastating and far-reaching Innovation would be stifled, competition limited and access to information restricted,.	SS
Net neutrality	The entire broadband industry fully supports their customers being free to access lawful Internet content of their choice.	By deregulating those offering broadband Internet access, the FCC had hoped the Internet service providers would increase their investment in infrastructure.	NS
Net neutrality	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	It this does not happen, we will create an Internet where only users able to pay for privileged access enjoy the network's full capabilities.	NS
Net neutrality	Hampers New Technologies The high cost of net neutrality could seriously hamper the deployment of new technologies.	The two goals are interconnected; if Comcast pushes too hard against additional regulation, it might hinder its chances with merger review officials.	NS
Net neutrality	Small-business owners benefit from an Internet that allows them to compete directly - not one where they can't afford the price of entry.	This principle ensures that all users, whatever their resources, access the same and whole network, and makes freedom of communication and innovation possible.	NS
Net neutrality	However, the taxpayer would pay the higher of the two taxes (regular income or basic income tax).	Turbo Roo is still getting used to the cart, but he is having a much easier time getting around, and he seems to be quite content.	DTORCD
Net neutrality	It protects your ability to access and send any lawful information on the Internet.	Like so much else in our centrally planned economy, Internet access would become a boon granted by politicians, rather than a commodity sold by businesses.	NS
Net neutrality	New restrictions on the use of spectrum would hamper innovation and reduce the rate of broadband deployment.	The telecom companies also complain that government regulation may hinder return on investments, deterring them from expanding the broadband infrastructure.	SS
Net neutrality	Political organizers could be hampered by carriers that block certain apps on our phones to restrict our access to bandwidth.	Hastings said that without strong net neutrality, big ISPs could demand potentially escalating fees for the interconnection required to deliver high-quality service.	NS
Net neutrality	Net neutrality eliminates the ISPs ability to choose what companies get exposure.	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	NS
Net neutrality	It protects your ability to access and send any lawful information on the Internet.	Research has found that users are fast to abandon sites when they experience delays in load time.	NS
Net neutrality	It also ensures that your potential customer base is as wide as possible.	If it did happen some people would simply not pay which would reduce your website's potential customer base.	HS
Net neutrality	It also ensures that your potential customer base is as wide as possible.	It protects your ability to access and send any lawful information on the Internet.	NS
Net neutrality	Net neutrality eliminates the ISPs ability to choose what companies get exposure.	Support la Quadrature du Net If you can afford it, financial support is of course greatly appreciated.	DTORCD
Net neutrality	It ensures that all users, whatever their resources, can access the same network in its entirety.	Small-business owners benefit from an Internet that allows them to compete directly - not one where they can't afford the price of entry.	NS
Net neutrality	The fact that electronic and traditional voting is offered in parallel offers an important function of checks and balances.	Amazon's Android app does let users download music from the cloud to their mobile devices, however, which lets users listen to their music offline.	DTORCD
Net neutrality	It protects your ability to access and send any lawful information on the Internet.	By deregulating those offering broadband Internet access, the FCC had hoped the Internet service providers would increase their investment in infrastructure.	NS
Net neutrality	Net neutrality regulation is unnecessary, unjustified, unwarranted, unproductive, unwise, unpopular and unlawful.	Opponents of 'Net Neutrality' assert that it would discourage future investment in broadband expansion and innovation, prohibit Internet traffic management, and undermine service quality.	SS
Net neutrality	"Internet service providers claim that they ""cannot bear the costs for the necessary network infrastructure investments without tapping additional revenue streams."""	Net Neutrality Mandates Hamper Innovation and Reduce Competition Freedom Works believes everyone has a stake in ensuring that the internet develops without excessive regulation and taxation.	NS
Net neutrality	Net Neutrality ensures that innovators can start small and dream big ... without having to face insurmountable hurdles along the way.	By deregulating those offering broadband Internet access, the FCC had hoped the Internet service providers would increase their investment in infrastructure.	NS
Net neutrality	It also ensures that your potential customer base is as wide as possible.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
Net neutrality	The ultimate goal is fast, affordable, open Internet access for everyone, everywhere.	It protects your ability to access and send any lawful information on the Internet.	SS
Net neutrality	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
Net neutrality	The technology could greatly improve energy storage in smartphones, electric cars, and wireless sensors.	While the cessation of net neutrality would be bad for the individual user, it would also be unfair towards certain companies and owners of websites.	DTORCD
Net neutrality	It allows internet users to access any web content or applications they choose, without restriction or limitation.	"""Our bill very simply ensures that consumers can continue to access the content and applications of their choosing online."""	HS
Net neutrality	Hastings said that without strong net neutrality, big ISPs could demand potentially escalating fees for the interconnection required to deliver high-quality service.	Opponents of 'Net Neutrality' assert that it would discourage future investment in broadband expansion and innovation, prohibit Internet traffic management, and undermine service quality.	HS
Net neutrality	State impediments to such activities raise important legal questions and have the potential to harm consumers and impede technological innovations.	Opponents of 'Net Neutrality' assert that it would discourage future investment in broadband expansion and innovation, prohibit Internet traffic management, and undermine service quality.	NS
Net neutrality	It allows internet users to access any web content or applications they choose, without restriction or limitation.	Network providers would also be able to restrict gaming access to their own online gaming companies, shutting off any competitors.	NS
Net neutrality	The consequences of a world without Net Neutrality would be devastating and far-reaching Innovation would be stifled, competition limited and access to information restricted,.	The FCC overreach on net neutrality would likely do more harm than good and would set a dangerous precedent for agency overreach to regulate the Internet.	NS
Net neutrality	Support la Quadrature du Net If you can afford it, financial support is of course greatly appreciated.	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	DTORCD
Net neutrality	Opponents of 'Net Neutrality' assert that it would discourage future investment in broadband expansion and innovation, prohibit Internet traffic management, and undermine service quality.	Internet providers want unequal, sometimes restricted access and different tiers or speed and access that would benefit those firms while putting consumers at a disadvantage.	NS
Net neutrality	Small-business owners benefit from an Internet that allows them to compete directly - not one where they can't afford the price of entry.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
Net neutrality	Opponents of 'Net Neutrality' assert that it would discourage future investment in broadband expansion and innovation, prohibit Internet traffic management, and undermine service quality.	The FCC overreach on net neutrality would likely do more harm than good and would set a dangerous precedent for agency overreach to regulate the Internet.	SS
Net neutrality	Biotechnology, medical device, pharmaceutical companies and academic centers statewide are incorporating stem cells into the way they do research and development.	The combination of stem cells and targeted genome editing technology provides a powerful tool to model human diseases and develop potential cell replacement therapy.	DTORCD
Net neutrality	The ultimate goal is fast, affordable, open Internet access for everyone, everywhere.	It also ensures that your potential customer base is as wide as possible.	NS
Net neutrality	Hampers New Technologies The high cost of net neutrality could seriously hamper the deployment of new technologies.	Net Neutrality Mandates Hamper Innovation and Reduce Competition Freedom Works believes everyone has a stake in ensuring that the internet develops without excessive regulation and taxation.	HS
Net neutrality	Net neutrality eliminates the ISPs ability to choose what companies get exposure.	Network providers would also be able to restrict gaming access to their own online gaming companies, shutting off any competitors.	SS
Net neutrality	Business customers would no longer be able to buy business-class Internet access which includes prioritized network access.	The entire broadband industry fully supports their customers being free to access lawful Internet content of their choice.	NS
Net neutrality	Political organizers could be hampered by carriers that block certain apps on our phones to restrict our access to bandwidth.	Net Neutrality Mandates Hamper Innovation and Reduce Competition Freedom Works believes everyone has a stake in ensuring that the internet develops without excessive regulation and taxation.	NS
Net neutrality	It allows internet users to access any web content or applications they choose, without restriction or limitation.	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	NS
Net neutrality	The result has been an unproductive policy climate of controversy, fear, distrust, uncertainty, and liability that undermines productive investment, economic growth and job creation.	As resources increasingly go multimedia, requiring greater bandwidth, will libraries and content platform providers be saddled with taking on added costs to ensure reliable access?	DTORCD
Net neutrality	Today internet users have open internet, which gives them the ability to access any resource.	By deregulating those offering broadband Internet access, the FCC had hoped the Internet service providers would increase their investment in infrastructure.	NS
Net neutrality	It ensures that all users, whatever their resources, can access the same network in its entirety.	Net Neutrality prevents network providers from eliminating competing equipment by making it incompatible with their gateway.	SS
Net neutrality	"<> Net neutrality protects consumers under near monopolies ""Consumers Deserve Protection""."	website owners), they have little chance of ever receiving money from them- because content providers can reach their users without paying ISPs.	NS
Net neutrality	As resources increasingly go multimedia, requiring greater bandwidth, will libraries and content platform providers be saddled with taking on added costs to ensure reliable access?	Content providers who won't (or can't) pay a toll will see their sites slowed down, and their applications and devices may not work as well.	SS
Net neutrality	Our clients companies range from leading edge businesses to start-up companies within the digital space.	The Mettur Dam is also one of the largest dams in the world and it is an invaluable asset to Tamil Nadu and India.	DTORCD
Net neutrality	"""Internet companies fear startups, consumers and innovation will suffer if there is a further movement away from the current 'best efforts' nature of the Internet."	The FCC overreach on net neutrality would likely do more harm than good and would set a dangerous precedent for agency overreach to regulate the Internet.	NS
Net neutrality	The telecom companies also complain that government regulation may hinder return on investments, deterring them from expanding the broadband infrastructure.	Net Neutrality Mandates Hamper Innovation and Reduce Competition Freedom Works believes everyone has a stake in ensuring that the internet develops without excessive regulation and taxation.	SS
Net neutrality	And it's great for consumers because they can access everything they want online for no extra charge.	The entire broadband industry fully supports their customers being free to access lawful Internet content of their choice.	SS
Net neutrality	Support la Quadrature du Net If you can afford it, financial support is of course greatly appreciated.	The entire broadband industry fully supports their customers being free to access lawful Internet content of their choice.	NS
Net neutrality	It allows internet users to access any web content or applications they choose, without restriction or limitation.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
Net neutrality	Today internet users have open internet, which gives them the ability to access any resource.	website owners), they have little chance of ever receiving money from them- because content providers can reach their users without paying ISPs.	NS
Net neutrality	It allows internet users to access any web content or applications they choose, without restriction or limitation.	Since it is backed by a billion-dollar corporation able to pay for faster access, Google+ could have rapidly dominated the social media market.	NS
Net neutrality	Net neutrality regulation is unnecessary, unjustified, unwarranted, unproductive, unwise, unpopular and unlawful.	The telecom companies also complain that government regulation may hinder return on investments, deterring them from expanding the broadband infrastructure.	HS
Net neutrality	Maintaining and renovating can be smart You don't have to build a whole house to have a smart home.	We recommend that you review the online shops privacy policy, as its privacy practices may differ from P&Gs privacy policy .	DTORCD
Net neutrality	It also ensures that your potential customer base is as wide as possible.	Business customers would no longer be able to buy business-class Internet access which includes prioritized network access.	NS
Offshore drilling	[ 16 ]Offshore facilities pose an environmental risk of oil spills .	Offshore oil and gas production is more challenging than land-based installations due to the remote and harsher environment.	HS
